region,Resource,technology,cluster,Zone,Model,LDS,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Retro3_Source,gen_is_variable,Retro3_Efficiency,old_Inv_Cost_per_MWyr,old_Inv_Cost_per_MWhyr,Can_Retire
ISNE,ISNE_battery_moderate_0,Battery_*_Moderate,0,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,28171,7097,275735.411,27362,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.03,0.0,0,0,0,0,0,0,0,0,0,0,0,28180,27371,1
MISC,MISC_battery_moderate_0,Battery_*_Moderate,0,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,28308,7097,275735.411,27495,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.035,0.0,0,0,0,0,0,0,0,0,0,0,0,28299,27486,1
MISE,MISE_battery_moderate_0,Battery_*_Moderate,0,7,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27405,7097,275735.411,26618,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.002,0.0,0,0,0,0,0,0,0,0,0,0,0,27409,26622,1
MISS,MISS_battery_moderate_0,Battery_*_Moderate,0,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27979,7097,275735.411,27176,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.023,0.0,0,0,0,0,0,0,0,0,0,0,0,27983,27179,1
MISW,MISW_battery_moderate_0,Battery_*_Moderate,0,9,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,26967,7097,275735.411,26193,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.986,0.0,0,0,0,0,0,0,0,0,0,0,0,26954,26180,1
NWPP,NWPP_battery_moderate_0,Battery_*_Moderate,0,10,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,28007,7097,275735.411,27203,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.024,0.0,0,0,0,0,0,0,0,0,0,0,0,28002,27198,1
NYCW,NYCW_battery_moderate_0,Battery_*_Moderate,0,11,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,28089,7097,275735.411,27282,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.027,0.0,0,0,0,0,0,0,0,0,0,0,0,28081,27275,1
NYUP,NYUP_battery_moderate_0,Battery_*_Moderate,0,12,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27460,7097,275735.411,26671,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.004,0.0,0,0,0,0,0,0,0,0,0,0,0,27449,26661,1
PJMC,PJMC_battery_moderate_0,Battery_*_Moderate,0,13,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27624,7097,275735.411,26831,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.01,0.0,0,0,0,0,0,0,0,0,0,0,0,27627,26833,1
PJMD,PJMD_battery_moderate_0,Battery_*_Moderate,0,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27542,7097,275735.411,26751,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.007,0.0,0,0,0,0,0,0,0,0,0,0,0,27528,26737,1
PJME,PJME_battery_moderate_0,Battery_*_Moderate,0,15,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27542,7097,275735.411,26751,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.007,0.0,0,0,0,0,0,0,0,0,0,0,0,27528,26737,1
PJMW,PJMW_battery_moderate_0,Battery_*_Moderate,0,16,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27268,7097,275735.411,26485,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.997,0.0,0,0,0,0,0,0,0,0,0,0,0,27271,26488,1
RMRG,RMRG_battery_moderate_0,Battery_*_Moderate,0,17,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27104,7097,275735.411,26326,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.991,0.0,0,0,0,0,0,0,0,0,0,0,0,27112,26334,1
SPPC,SPPC_battery_moderate_0,Battery_*_Moderate,0,18,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27378,7097,275735.411,26592,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.001,0.0,0,0,0,0,0,0,0,0,0,0,0,27389,26603,1
SPPN,SPPN_battery_moderate_0,Battery_*_Moderate,0,19,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27049,7097,275735.411,26273,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.989,0.0,0,0,0,0,0,0,0,0,0,0,0,27053,26276,1
SPPS,SPPS_battery_moderate_0,Battery_*_Moderate,0,20,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27214,7097,275735.411,26432,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.995,0.0,0,0,0,0,0,0,0,0,0,0,0,27211,26430,1
SRCA,SRCA_battery_moderate_0,Battery_*_Moderate,0,21,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,28253,7097,275735.411,27442,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.033,0.0,0,0,0,0,0,0,0,0,0,0,0,28240,27429,1
SRCE,SRCE_battery_moderate_0,Battery_*_Moderate,0,22,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,28061,7097,275735.411,27256,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.026,0.0,0,0,0,0,0,0,0,0,0,0,0,28062,27256,1
SRSE,SRSE_battery_moderate_0,Battery_*_Moderate,0,23,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27843,7097,275735.411,27043,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.018,0.0,0,0,0,0,0,0,0,0,0,0,0,27844,27045,1
SRSG,SRSG_battery_moderate_0,Battery_*_Moderate,0,24,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27678,7097,275735.411,26884,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.012,0.0,0,0,0,0,0,0,0,0,0,0,0,27686,26891,1
TRE,TRE_battery_moderate_0,Battery_*_Moderate,0,25,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27350,7097,275735.411,26565,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,27350,26564,1
TREW,TREW_battery_moderate_0,Battery_*_Moderate,0,26,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,-1.0,-1.0,0,0,0,0.0,0.0,283886.496,27350,7097,275735.411,26565,6893,0.15,0.15,0,0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.92,0.92,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,27350,26564,1
