region,Resource,technology,cluster,Zone,Num_VRE_Bins,LDS,Min_Share,Max_Share,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Retro3_Source,gen_is_variable,Retro3_Efficiency,old_Inv_Cost_per_MWyr,old_Inv_Cost_per_MWhyr,Can_Retire
ISNE,ISNE_utilitypv_class1_moderate_5_anyQual_0,UtilityPV_Class1_Moderate_,5_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,9506.7,0.0,0.0,1.171692958e6,109464,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,25117.783,491123.181,1.017,0.2486297041177749,0,0,0,0,0,0,0,0,0,1,0,102654,0,1
ISNE,ISNE_utilitypv_class1_moderate_6_anyQual_0,UtilityPV_Class1_Moderate_,6_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,15748.6,0.0,0.0,1.171692958e6,110162,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,25666.112,501843.912,1.017,0.2470038831233978,0,0,0,0,0,0,0,0,0,1,0,103203,0,1
ISNE,ISNE_utilitypv_class1_moderate_7_anyQual_1,UtilityPV_Class1_Moderate_,7_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,1348.1,0.0,0.0,1.171692958e6,110219,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,25711.014,502723.44,1.017,0.2453978508710861,0,0,0,0,0,0,0,0,0,1,0,103248,0,1
ISNE,ISNE_utilitypv_class1_moderate_8_anyQual_0,UtilityPV_Class1_Moderate_,8_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,19735.5,0.0,0.0,1.171692958e6,121129,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34288.713,670437.056,1.017,0.2447768300771713,0,0,0,0,0,0,0,0,0,1,0,111825,0,1
ISNE,ISNE_utilitypv_class1_moderate_9_anyQual_0,UtilityPV_Class1_Moderate_,9_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,19633.2,0.0,0.0,1.171692958e6,122034,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,35000.145,684346.549,1.017,0.2471668422222137,0,0,0,0,0,0,0,0,0,1,0,112537,0,1
ISNE,ISNE_utilitypv_class1_moderate_10_anyQual_0,UtilityPV_Class1_Moderate_,10_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,257.5,0.0,0.0,1.171692958e6,128143,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,39802.416,778253.805,1.017,0.2526543438434601,0,0,0,0,0,0,0,0,0,1,0,117339,0,1
ISNE,ISNE_utilitypv_class1_moderate_11_anyQual_1,UtilityPV_Class1_Moderate_,11_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,377.3,0.0,0.0,1.171692958e6,120240,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33589.682,656769.602,1.017,0.2461991757154464,0,0,0,0,0,0,0,0,0,1,0,111126,0,1
ISNE,ISNE_utilitypv_class1_moderate_12_anyQual_0,UtilityPV_Class1_Moderate_,12_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,22423.8,0.0,0.0,1.171692958e6,127927,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,39633.515,774943.272,1.017,0.2439556568861007,0,0,0,0,0,0,0,0,0,1,0,117170,0,1
ISNE,ISNE_utilitypv_class1_moderate_13_anyQual_0,UtilityPV_Class1_Moderate_,13_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,16288.7,0.0,0.0,1.171692958e6,128612,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40172.146,785476.356,1.017,0.2460542768239975,0,0,0,0,0,0,0,0,0,1,0,117709,0,1
ISNE,ISNE_utilitypv_class1_moderate_14_anyQual_0,UtilityPV_Class1_Moderate_,14_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,995.2,0.0,0.0,1.171692958e6,129931,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41208.531,805739.167,1.017,0.2494575232267379,0,0,0,0,0,0,0,0,0,1,0,118745,0,1
ISNE,ISNE_utilitypv_class1_moderate_15_anyQual_1,UtilityPV_Class1_Moderate_,15_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,370.9,0.0,0.0,1.171692958e6,127250,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,39101.142,764537.097,1.017,0.2449159920215606,0,0,0,0,0,0,0,0,0,1,0,116638,0,1
ISNE,ISNE_utilitypv_class1_moderate_16_anyQual_0,UtilityPV_Class1_Moderate_,16_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,23954.4,0.0,0.0,1.171692958e6,132195,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42988.822,840549.761,1.017,0.2447259575128555,0,0,0,0,0,0,0,0,0,1,0,120525,0,1
ISNE,ISNE_utilitypv_class1_moderate_17_anyQual_0,UtilityPV_Class1_Moderate_,17_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,4072.4,0.0,0.0,1.171692958e6,133859,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44297.37,866136.758,1.017,0.2472765445709228,0,0,0,0,0,0,0,0,0,1,0,121834,0,1
ISNE,ISNE_utilitypv_class1_moderate_18_anyQual_0,UtilityPV_Class1_Moderate_,18_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,11589.4,0.0,0.0,1.171692958e6,131599,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42520.723,831393.887,1.017,0.2427512407302856,0,0,0,0,0,0,0,0,0,1,0,120057,0,1
ISNE,ISNE_utilitypv_class1_moderate_19_anyQual_1,UtilityPV_Class1_Moderate_,19_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,287.6,0.0,0.0,1.171692958e6,133231,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,43803.634,856482.757,1.017,0.2444646656513214,0,0,0,0,0,0,0,0,0,1,0,121340,0,1
ISNE,ISNE_landbasedwind_class3_moderate_0_anyQual_0,LandbasedWind_Class3_Moderate_,0_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,9723.0,0.0,0.0,1.200118174e6,155285,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44381.071,867760.889,1.266,0.5038667917251587,0,0,0,0,0,0,0,0,0,1,0,143225,0,1
ISNE,ISNE_landbasedwind_class3_moderate_1_anyQual_1,LandbasedWind_Class3_Moderate_,1_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,273.5,0.0,0.0,1.200118174e6,146107,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,37165.108,726674.482,1.266,0.5430849194526672,0,0,0,0,0,0,0,0,0,1,0,136009,0,1
ISNE,ISNE_landbasedwind_class3_moderate_2_anyQual_0,LandbasedWind_Class3_Moderate_,2_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,9833.2,0.0,0.0,1.200118174e6,170812,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56588.695,1.106448503e6,1.266,0.4643644988536834,0,0,0,0,0,0,0,0,0,1,0,155432,0,1
ISNE,ISNE_landbasedwind_class3_moderate_3_anyQual_1,LandbasedWind_Class3_Moderate_,3_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,188.8,0.0,0.0,1.200118174e6,156142,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,45055.366,880941.948,1.266,0.4377311468124389,0,0,0,0,0,0,0,0,0,1,0,143899,0,1
ISNE,ISNE_landbasedwind_class3_moderate_4_anyQual_0,LandbasedWind_Class3_Moderate_,4_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,9688.8,0.0,0.0,1.200118174e6,173457,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,58668.108,1.147105835e6,1.266,0.4431824386119842,0,0,0,0,0,0,0,0,0,1,0,157512,0,1
ISNE,ISNE_landbasedwind_class3_moderate_5_anyQual_1,LandbasedWind_Class3_Moderate_,5_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,272.8,0.0,0.0,1.200118174e6,159860,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,47978.102,938091.981,1.266,0.4247216284275055,0,0,0,0,0,0,0,0,0,1,0,146822,0,1
ISNE,ISNE_landbasedwind_class3_moderate_6_anyQual_0,LandbasedWind_Class3_Moderate_,6_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,9806.3,0.0,0.0,1.200118174e6,177775,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,62063.456,1.213492933e6,1.266,0.4269107282161712,0,0,0,0,0,0,0,0,0,1,0,160907,0,1
ISNE,ISNE_landbasedwind_class3_moderate_7_anyQual_1,LandbasedWind_Class3_Moderate_,7_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,205.8,0.0,0.0,1.200118174e6,172199,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,57679.588,1.127778608e6,1.266,0.4184886515140533,0,0,0,0,0,0,0,0,0,1,0,156523,0,1
ISNE,ISNE_landbasedwind_class3_moderate_8_anyQual_0,LandbasedWind_Class3_Moderate_,8_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,9674.9,0.0,0.0,1.200118174e6,175621,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60370.034,1.180383242e6,1.266,0.3951708674430847,0,0,0,0,0,0,0,0,0,1,0,159214,0,1
ISNE,ISNE_landbasedwind_class3_moderate_9_anyQual_1,LandbasedWind_Class3_Moderate_,9_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,357.1,0.0,0.0,1.200118174e6,173824,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,58956.799,1.152749694e6,1.266,0.3984974324703216,0,0,0,0,0,0,0,0,0,1,0,157800,0,1
ISNE,ISNE_landbasedwind_class3_moderate_10_anyQual_0,LandbasedWind_Class3_Moderate_,10_anyQual_0,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,9597.4,0.0,0.0,1.200118174e6,174377,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,59391.798,1.16125766e6,1.266,0.3436828553676605,0,0,0,0,0,0,0,0,0,1,0,158235,0,1
ISNE,ISNE_landbasedwind_class3_moderate_11_anyQual_1,LandbasedWind_Class3_Moderate_,11_anyQual_1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,336.5,0.0,0.0,1.200118174e6,163050,27364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,50485.76,987130.037,1.266,0.3161856830120086,0,0,0,0,0,0,0,0,0,1,0,149329,0,1
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_1,OffShoreWind_Class3_Moderate_fixed_1,1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,240.0,0.0,0.0,2.951365812e6,274360,93759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64760.234,1.266219633e6,1.0,0.4743281602859497,0,0,0,0,0,0,0,0,0,1,0,256750,0,1
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_2,OffShoreWind_Class3_Moderate_fixed_1,2,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,240.0,0.0,0.0,2.951365812e6,275069,93759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,65317.579,1.277117067e6,1.0,0.4722104370594024,0,0,0,0,0,0,0,0,0,1,0,257307,0,1
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_3,OffShoreWind_Class3_Moderate_fixed_1,3,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,160.0,0.0,0.0,2.951365812e6,275773,93759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,65871.313,1.28794385e6,1.0,0.4723320603370666,0,0,0,0,0,0,0,0,0,1,0,257861,0,1
ISNE,ISNE_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,512.0,0.0,0.0,4.680413108e6,398544,81075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,73964.11,1.4461776e6,1.0,0.4751302301883697,0,0,0,0,0,0,0,0,0,1,0,378431,0,1
ISNE,ISNE_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,2,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,512.0,0.0,0.0,4.680413108e6,399149,81075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74439.829,1.4554792e6,1.0,0.4752725958824157,0,0,0,0,0,0,0,0,0,1,0,378906,0,1
ISNE,ISNE_offshorewind_class12_moderate_floating_1_3,OffShoreWind_Class12_Moderate_floating_1,3,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,510.5,0.0,0.0,4.680413108e6,399577,81075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74776.551,1.462062852e6,1.0,0.4750347435474396,0,0,0,0,0,0,0,0,0,1,0,379243,0,1
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_1,OffShoreWind_Class3_Moderate_fixed_0,1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,14963.0,0.0,0.0,2.951365812e6,269887,93759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61243.515,1.197459226e6,1.0,0.488244891166687,0,0,0,0,0,0,0,0,0,1,0,253233,0,1
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_2,OffShoreWind_Class3_Moderate_fixed_0,2,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,14956.7,0.0,0.0,2.951365812e6,280986,93759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,69969.355,1.368070535e6,1.0,0.495056539773941,0,0,0,0,0,0,0,0,0,1,0,261959,0,1
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_3,OffShoreWind_Class3_Moderate_fixed_0,3,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,14957.4,0.0,0.0,2.951365812e6,301652,93759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,86217.394,1.685759128e6,1.0,0.5082287192344666,0,0,0,0,0,0,0,0,0,1,0,278207,0,1
ISNE,ISNE_offshorewind_class12_moderate_floating_0_1,OffShoreWind_Class12_Moderate_floating_0,1,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,88315.9,0.0,0.0,4.680413108e6,395344,81075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,71448.893,1.396999109e6,1.0,0.4772306084632873,0,0,0,0,0,0,0,0,0,1,0,375915,0,1
ISNE,ISNE_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,88334.8,0.0,0.0,4.680413108e6,401304,81075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,76134.646,1.488616936e6,1.0,0.4842481613159179,0,0,0,0,0,0,0,0,0,1,0,380601,0,1
ISNE,ISNE_offshorewind_class12_moderate_floating_0_3,OffShoreWind_Class12_Moderate_floating_0,3,5,1,0,0,0,0.0,0.0,0.0,1,1.0,0,88179.9,0.0,0.0,4.680413108e6,413322,81075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,85582.882,1.673352862e6,1.0,0.5004687309265137,0,0,0,0,0,0,0,0,0,1,0,390049,0,1
MISC,MISC_utilitypv_class1_moderate_0_anyQual_0,UtilityPV_Class1_Moderate_,0_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,19945.6,0.0,0.0,1.171692958e6,80571,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2342.29,45797.457,1.018,0.2548902034759521,0,0,0,0,0,0,0,0,0,1,0,79936,0,1
MISC,MISC_utilitypv_class1_moderate_1_anyQual_0,UtilityPV_Class1_Moderate_,1_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,2142.6,0.0,0.0,1.171692958e6,80784,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2509.382,49064.508,1.018,0.2583003938198089,0,0,0,0,0,0,0,0,0,1,0,80103,0,1
MISC,MISC_utilitypv_class1_moderate_2_anyQual_1,UtilityPV_Class1_Moderate_,2_anyQual_1,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,7949.7,0.0,0.0,1.171692958e6,80015,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1904.397,37235.582,1.018,0.2544639110565185,0,0,0,0,0,0,0,0,0,1,0,79498,0,1
MISC,MISC_utilitypv_class1_moderate_3_anyQual_0,UtilityPV_Class1_Moderate_,3_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,13164.4,0.0,0.0,1.171692958e6,83217,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4422.123,86463.229,1.018,0.2539583146572113,0,0,0,0,0,0,0,0,0,1,0,82016,0,1
MISC,MISC_utilitypv_class1_moderate_4_anyQual_0,UtilityPV_Class1_Moderate_,4_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,14857.8,0.0,0.0,1.171692958e6,82896,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4169.846,81530.592,1.018,0.2551107108592987,0,0,0,0,0,0,0,0,0,1,0,81763,0,1
MISC,MISC_utilitypv_class1_moderate_5_anyQual_1,UtilityPV_Class1_Moderate_,5_anyQual_1,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,2053.5,0.0,0.0,1.171692958e6,81937,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3416.027,66791.617,1.018,0.2544490694999695,0,0,0,0,0,0,0,0,0,1,0,81010,0,1
MISC,MISC_utilitypv_class1_moderate_6_anyQual_0,UtilityPV_Class1_Moderate_,6_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,14135.8,0.0,0.0,1.171692958e6,84600,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5509.455,107723.205,1.018,0.2538125813007355,0,0,0,0,0,0,0,0,0,1,0,83103,0,1
MISC,MISC_utilitypv_class1_moderate_7_anyQual_0,UtilityPV_Class1_Moderate_,7_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,13756.8,0.0,0.0,1.171692958e6,84418,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5366.508,104928.245,1.018,0.2551029622554779,0,0,0,0,0,0,0,0,0,1,0,82960,0,1
MISC,MISC_utilitypv_class1_moderate_8_anyQual_1,UtilityPV_Class1_Moderate_,8_anyQual_1,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,2078.1,0.0,0.0,1.171692958e6,84169,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5170.578,101097.338,1.018,0.2548189163208008,0,0,0,0,0,0,0,0,0,1,0,82764,0,1
MISC,MISC_utilitypv_class1_moderate_9_anyQual_0,UtilityPV_Class1_Moderate_,9_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,15030.2,0.0,0.0,1.171692958e6,85723,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6392.167,124982.366,1.018,0.2548699080944061,0,0,0,0,0,0,0,0,0,1,0,83986,0,1
MISC,MISC_utilitypv_class1_moderate_10_anyQual_0,UtilityPV_Class1_Moderate_,10_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,9557.6,0.0,0.0,1.171692958e6,85771,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6430.625,125734.312,1.018,0.2533459961414337,0,0,0,0,0,0,0,0,0,1,0,84024,0,1
MISC,MISC_utilitypv_class1_moderate_11_anyQual_1,UtilityPV_Class1_Moderate_,11_anyQual_1,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,5447.0,0.0,0.0,1.171692958e6,85275,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6040.4,118104.465,1.018,0.2546878159046173,0,0,0,0,0,0,0,0,0,1,0,83634,0,1
MISC,MISC_utilitypv_class1_moderate_12_anyQual_0,UtilityPV_Class1_Moderate_,12_anyQual_0,6,1,0,0,0,0.0,0.0,0.0,1,1.0,0,14536.2,0.0,0.0,1.171692958e6,86639,19324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7112.703,139070.588,1.018,0.2549088597297668,0,0,0,0,0,0,0,0,0,1,0,84706,0,1
