Resource,Derating_factor_1,Derating_factor_2,Derating_factor_4,Derating_factor_5,Derating_factor_10,Derating_factor_3,Derating_factor_8,Derating_factor_7,Derating_factor_9,Derating_factor_6
PJME_batteries_1,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
PJME_biomass_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_biomass_2,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_conventional_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJME_conventional_steam_coal_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_conventional_steam_coal_2,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_hydroelectric_pumped_storage_1,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
PJME_natural_gas_fired_combined_cycle_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_natural_gas_fired_combined_cycle_2,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_natural_gas_fired_combustion_turbine_3,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_natural_gas_internal_combustion_engine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_natural_gas_steam_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_nuclear_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_onshore_wind_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJME_petroleum_liquids_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJME_small_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJME_solar_photovoltaic_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJMW_batteries_1,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
PJMW_biomass_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_biomass_2,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_conventional_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJMW_conventional_steam_coal_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_conventional_steam_coal_2,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_conventional_steam_coal_3,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_hydroelectric_pumped_storage_1,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
PJMW_natural_gas_fired_combined_cycle_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_natural_gas_fired_combined_cycle_2,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_natural_gas_fired_combustion_turbine_3,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_natural_gas_internal_combustion_engine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_natural_gas_steam_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_nuclear_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_onshore_wind_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJMW_petroleum_liquids_1,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0
PJMW_small_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJMW_solar_photovoltaic_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
RMRG_batteries_1,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
RMRG_biomass_1,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_biomass_2,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_conventional_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
RMRG_conventional_steam_coal_1,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_conventional_steam_coal_2,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_hydroelectric_pumped_storage_1,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
RMRG_natural_gas_fired_combined_cycle_1,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_natural_gas_fired_combined_cycle_2,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_natural_gas_internal_combustion_engine_1,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_natural_gas_steam_turbine_1,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_onshore_wind_turbine_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
RMRG_petroleum_liquids_1,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
RMRG_small_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
RMRG_solar_photovoltaic_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
SPPC_batteries_1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_biomass_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_biomass_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_conventional_hydroelectric_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_conventional_steam_coal_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_conventional_steam_coal_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_fired_combined_cycle_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_fired_combined_cycle_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_fired_combustion_turbine_3,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_internal_combustion_engine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_steam_turbine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_nuclear_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_onshore_wind_turbine_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_petroleum_liquids_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_small_hydroelectric_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_solar_photovoltaic_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_batteries_1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_biomass_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_biomass_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_conventional_hydroelectric_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_conventional_steam_coal_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_conventional_steam_coal_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_natural_gas_fired_combined_cycle_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_natural_gas_fired_combined_cycle_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_natural_gas_internal_combustion_engine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_natural_gas_steam_turbine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_nuclear_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_onshore_wind_turbine_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_petroleum_liquids_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_small_hydroelectric_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_solar_photovoltaic_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_batteries_1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_biomass_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_biomass_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_conventional_hydroelectric_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_conventional_steam_coal_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_conventional_steam_coal_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_hydroelectric_pumped_storage_1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_natural_gas_fired_combined_cycle_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_natural_gas_fired_combined_cycle_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_natural_gas_fired_combustion_turbine_3,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_natural_gas_internal_combustion_engine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_natural_gas_steam_turbine_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_onshore_wind_turbine_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_petroleum_liquids_1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_small_hydroelectric_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_solar_photovoltaic_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRCA_batteries_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
SRCA_biomass_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_biomass_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_conventional_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRCA_conventional_steam_coal_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_conventional_steam_coal_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_hydroelectric_pumped_storage_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
SRCA_natural_gas_fired_combined_cycle_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_natural_gas_fired_combined_cycle_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_natural_gas_steam_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_nuclear_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_petroleum_liquids_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCA_small_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRCA_solar_photovoltaic_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRCE_batteries_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
SRCE_biomass_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_biomass_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_conventional_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRCE_conventional_steam_coal_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_conventional_steam_coal_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_hydroelectric_pumped_storage_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
SRCE_natural_gas_fired_combined_cycle_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_natural_gas_fired_combined_cycle_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_natural_gas_fired_combustion_turbine_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_natural_gas_internal_combustion_engine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_natural_gas_steam_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_nuclear_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_onshore_wind_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRCE_petroleum_liquids_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRCE_small_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRCE_solar_photovoltaic_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRSE_batteries_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
SRSE_biomass_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_biomass_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_conventional_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRSE_conventional_steam_coal_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_conventional_steam_coal_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_hydroelectric_pumped_storage_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
SRSE_natural_gas_fired_combined_cycle_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_natural_gas_fired_combined_cycle_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_natural_gas_internal_combustion_engine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_natural_gas_steam_turbine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_nuclear_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_petroleum_liquids_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
SRSE_small_hydroelectric_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRSE_solar_photovoltaic_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRSG_batteries_1,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_biomass_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_biomass_2,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_conventional_hydroelectric_1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_conventional_steam_coal_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_conventional_steam_coal_2,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_geothermal_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_hydroelectric_pumped_storage_1,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_natural_gas_fired_combined_cycle_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_natural_gas_fired_combined_cycle_2,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_natural_gas_fired_combustion_turbine_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_natural_gas_fired_combustion_turbine_2,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_natural_gas_internal_combustion_engine_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_natural_gas_steam_turbine_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_nuclear_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_onshore_wind_turbine_1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_petroleum_liquids_1,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_small_hydroelectric_1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSG_solar_photovoltaic_1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_batteries_1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
TRE_biomass_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_biomass_2,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_conventional_hydroelectric_1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
TRE_conventional_steam_coal_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_conventional_steam_coal_2,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_fired_combined_cycle_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_fired_combined_cycle_2,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_internal_combustion_engine_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_steam_turbine_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_nuclear_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_onshore_wind_turbine_1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
TRE_petroleum_liquids_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TRE_small_hydroelectric_1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
TRE_solar_photovoltaic_1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
TREW_batteries_1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
TREW_natural_gas_fired_combined_cycle_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TREW_natural_gas_fired_combined_cycle_2,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TREW_natural_gas_fired_combustion_turbine_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TREW_natural_gas_fired_combustion_turbine_2,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TREW_natural_gas_internal_combustion_engine_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TREW_natural_gas_steam_turbine_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TREW_onshore_wind_turbine_1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
TREW_petroleum_liquids_1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
TREW_solar_photovoltaic_1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
BASN_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
CANO_distributed_generation_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_distributed_generation_1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ISNE_distributed_generation_1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
MISC_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
MISE_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
MISS_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
MISW_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
NWPP_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
NYCW_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
NYUP_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
PJMC_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJMD_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJME_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
PJMW_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
RMRG_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
SPPC_distributed_generation_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPN_distributed_generation_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPS_distributed_generation_1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRCA_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRCE_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRSE_distributed_generation_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SRSG_distributed_generation_1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_distributed_generation_1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
TREW_distributed_generation_1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
BASN_naturalgas_hframe_cc_moderate_0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
BASN_naturalgas_fframe_ct_moderate_0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
BASN_battery_moderate_0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
BASN_nuclear_nuclear_moderate_0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
BASN_hydrogen_fframe_ct_moderate_0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
BASN_hydrogen_hframe_cc_moderate_0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_0_anyQual_0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
BASN_landbasedwind_class3_moderate_1_anyQual_1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
