Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,331,11904,10965,16928,28896,19883,25307,12309,22264,29600,26569,11007,9393,15226,14573,40115,41367,11652,9973,6481,14525,27197,30949,33275,12750,49588,2359
,,,,,,,,332,12799,11456,17690,28163,19993,25343,12248,23271,29616,27717,11045,9434,15063,14523,39557,41002,12419,10198,6595,15437,27132,30760,33279,14003,53006,2510
,,,,,,,,333,13326,12811,19785,26821,19572,25062,12015,23618,29232,28995,10818,9257,14921,14258,38583,40260,12432,10169,6548,15695,26624,30348,32801,14838,53958,2558
,,,,,,,,334,13331,13059,20160,25033,19010,24660,11697,23487,28400,28887,10608,9068,14740,13749,37277,39196,12248,10010,6381,15680,25676,29665,31844,14973,54302,2581
,,,,,,,,335,13169,12920,19944,23079,18602,23907,11121,23143,27215,28292,10240,8811,14436,13076,35456,37420,11925,9762,6139,15479,24518,28811,30639,14853,54134,2579
,,,,,,,,336,12833,12585,19425,21335,17607,22956,10429,22519,25690,27434,9765,8433,13766,12247,33257,35473,11483,9426,5841,15081,23669,27949,29308,14426,53276,2553
,,,,,,,,337,10391,10771,16611,19161,13877,20001,9243,17778,22097,21907,8227,7261,11895,11757,28764,31848,9036,7603,4671,11539,24248,25041,25148,11979,36277,1672
,,,,,,,,338,9870,10007,15429,18787,13164,19261,8885,17272,21039,20480,7789,6870,11291,11532,27804,30899,8573,7269,4459,11129,24435,24917,24833,11180,34486,1581
,,,,,,,,339,9436,9210,14194,18942,12841,18999,8719,17109,20289,19497,7522,6596,11009,11548,27462,30717,8240,7088,4314,10888,24990,25192,24950,10618,33740,1555
,,,,,,,,340,9062,8539,13158,19525,12671,18962,8628,17199,20050,18658,7341,6409,10818,11593,27423,30601,8173,7062,4277,10839,25781,25508,25458,10225,33652,1563
,,,,,,,,341,8895,8202,12633,20503,12702,18993,8616,17278,20025,18264,7278,6342,10763,11788,27612,30843,8353,7093,4292,10825,26892,25993,26094,10028,33857,1585
,,,,,,,,342,8903,8126,12513,22092,12865,19193,8735,17625,20240,18406,7280,6334,10790,12153,28238,31427,8352,7186,4325,10945,28242,26746,27150,10021,34406,1621
,,,,,,,,343,8961,8129,12517,24011,13305,19664,8983,18240,20779,18751,7403,6422,11005,12598,29230,32463,8342,7362,4455,11200,29438,27419,28554,10109,35379,1671
,,,,,,,,344,9072,8193,12617,25567,13285,20114,9267,18986,21530,19141,7487,6491,11283,13046,29673,33462,8382,7634,4638,11571,29313,27810,29342,10303,37054,1766
,,,,,,,,345,9360,8425,12975,26186,13420,20274,9464,19286,22207,20061,7611,6581,11263,13133,30633,34320,8485,7586,4790,11689,27914,26942,29070,10702,37027,1747
,,,,,,,,346,9570,8731,13456,25885,14177,20402,9764,19149,22933,21791,7990,6911,11467,13050,31476,34766,8518,7641,4944,11709,25967,25631,27901,10715,37517,1763
,,,,,,,,347,9657,8711,13423,25347,14790,20070,10029,18420,23378,22665,8419,7274,11570,12749,32174,34542,8655,7623,5060,11532,24334,24160,26432,11080,37369,1744
,,,,,,,,348,9868,9066,13975,24975,15107,19715,10166,17605,23716,24180,8610,7468,11589,12501,32098,33900,8797,7589,5103,11258,23231,22974,25203,11413,37013,1722
,,,,,,,,349,10102,9498,14642,24620,15336,19363,10329,16883,23866,24973,8786,7638,11506,12354,32133,33447,8961,7486,5135,11059,22448,22164,24426,11631,36352,1678
,,,,,,,,350,10219,9829,15154,24350,15278,19008,10362,16599,24100,25332,8843,7703,11436,12005,31761,32608,9080,7434,5159,11073,21739,21592,23820,11763,36385,1673
,,,,,,,,351,10267,9915,15291,24240,15082,18671,10307,16292,23946,24468,8868,7708,11336,11713,31300,32018,9400,7336,5122,10979,21541,21066,23361,11921,36393,1672
,,,,,,,,352,10269,10018,15445,24421,15133,18550,10441,16131,23921,23675,8905,7754,11321,11770,31372,31942,9374,7236,5111,10875,22378,21176,23439,12023,36463,1677
,,,,,,,,353,10210,10030,15464,26092,15530,18940,10839,16250,24623,23174,8979,7789,11518,12451,33271,33204,9474,7342,5174,11008,25102,22473,24550,12061,36666,1681
,,,,,,,,354,10180,10055,15507,28349,16844,20278,11768,16860,26404,22867,9453,8144,12468,13726,36395,36192,9862,7684,5431,11292,26721,24211,26599,12251,37164,1703
,,,,,,,,355,10435,10193,15716,28320,18065,21429,12135,17929,27677,22996,10069,8718,13505,14358,36925,37372,10320,8348,5819,12072,27365,25046,28442,12511,39255,1795
,,,,,,,,356,11224,10765,16607,27792,18167,21675,12028,18821,27755,24761,10083,8728,13493,14349,36708,37422,10916,8598,5943,12775,27494,25217,28801,13391,41913,1917
,,,,,,,,357,11726,12027,18560,26296,17748,21523,11745,18890,27252,26301,9910,8605,13388,14104,36078,36821,11092,8585,5914,12727,26674,24819,28438,13857,41952,1925
,,,,,,,,358,11736,12287,18959,24378,17248,20948,11257,18458,26328,26172,9713,8438,13105,13420,34624,35557,10864,8351,5731,12460,25564,24153,27474,13748,40707,1864
,,,,,,,,359,11634,12133,18722,22380,16347,20194,10729,17672,25125,26372,9275,8093,12627,12626,32600,33884,10519,8033,5465,11934,24428,23135,26186,13408,38969,1784
,,,,,,,,360,11262,11651,17971,20889,15229,19286,10097,16645,23632,25236,8722,7651,11971,11726,30649,32201,10005,7603,5114,11259,23751,22423,25067,12677,36187,1650
,,,,,,,,361,10694,10907,16820,20031,13403,18446,9544,15681,22389,23909,7702,7001,11224,11314,28875,30878,9392,7236,4779,10499,23363,21933,24264,11790,33382,1522
,,,,,,,,362,10104,9925,15305,19857,12755,17970,9256,14985,21350,21965,7272,6601,10900,11170,28309,30384,8952,6952,4534,9990,23622,21865,24088,10872,31241,1414
,,,,,,,,363,9591,9095,14024,20121,12412,17992,9149,14761,21105,20702,7031,6384,10792,11102,28102,30294,8591,6864,4485,9798,24142,22066,24440,10275,30215,1367
,,,,,,,,364,9150,8490,13119,21202,12299,18176,9173,14710,21132,19492,6917,6261,10790,11202,28368,30645,8691,6858,4499,9723,25286,22558,25049,9974,29812,1348
,,,,,,,,365,9117,8264,12768,23586,12391,18719,9353,14840,21489,19430,6882,6214,10917,11582,29183,31613,8929,7163,4584,9780,27410,23535,26444,9977,29967,1361
,,,,,,,,366,9156,8244,12741,27447,12921,19787,9974,15405,22434,19620,7032,6325,11350,12635,31320,34080,9005,7518,4768,10066,30824,25421,29002,10026,30928,1410
,,,,,,,,367,9361,8329,12873,29603,15815,21770,11131,16670,24703,20413,7730,6814,12342,13731,35250,37929,9137,8147,5222,10862,32082,27360,31509,10318,33514,1535
,,,,,,,,368,9795,8705,13455,29110,19793,23232,12144,18162,27653,21810,8649,7653,13848,14249,36897,39677,9622,8961,5869,12003,30794,27426,32087,11201,38169,1774
,,,,,,,,369,10663,9454,14615,27873,20107,23175,12415,18246,29006,24119,9156,8221,14280,14008,36235,39059,10341,9179,6231,12440,28259,26206,30764,12446,39356,1827
,,,,,,,,370,11467,10877,16833,26918,19304,22689,12496,18025,28815,27955,9198,8352,14321,13323,34945,38002,10768,9124,6155,12515,26074,25311,29066,12829,39474,1815
,,,,,,,,371,11554,11275,17441,26430,18778,22384,12634,17932,28479,28719,9299,8457,14293,12845,34240,37346,10743,9060,6087,12579,24629,24434,27597,12718,40251,1840
,,,,,,,,372,11392,11397,17617,26176,18317,22143,12617,17984,28306,27545,9223,8444,14368,12479,33348,36685,10504,9099,6089,12691,23591,23823,26564,12486,41520,1900
,,,,,,,,373,11234,11429,17654,26141,17887,21952,12627,17955,28187,26488,9198,8442,14189,12222,32804,36138,10522,8992,6073,12800,22975,23349,25808,12489,42480,1945
,,,,,,,,374,11138,11515,17783,25960,17501,21684,12605,18037,28098,26219,9112,8391,14029,12046,32210,35612,10496,8914,6042,12896,22480,22900,25339,12486,43250,1982
,,,,,,,,375,11048,11561,17851,25972,17406,21508,12569,18047,27894,24991,9080,8366,14057,11917,31959,35215,10536,8856,5933,12910,22268,22773,25087,12549,43989,2017
,,,,,,,,376,10929,11608,17923,26229,17579,21665,12611,17955,27856,24203,9188,8427,14175,12050,32631,35517,10515,8857,5865,12912,23066,23219,25289,12606,44244,2033
,,,,,,,,377,10869,11618,17937,28033,18487,22238,12936,18278,28557,23486,9414,8547,14400,12774,34977,37013,10665,9041,5994,13119,25430,24576,26514,12615,44386,2045
,,,,,,,,378,10938,11627,17951,30596,20689,23690,13824,18962,30425,23314,10070,9005,15385,14043,39105,40075,11166,9444,6353,13488,27284,26048,28768,12828,44558,2057
,,,,,,,,379,11299,11821,18256,30042,22463,24614,13924,20059,31990,24018,10647,9521,15968,14132,38961,40333,11755,10191,6821,14351,27093,26217,29517,13280,46567,2155
,,,,,,,,380,12275,12402,19161,28291,22574,24163,13537,20210,30991,26257,10600,9486,15593,13818,38045,39508,12445,10130,6756,14558,26296,25310,28606,14320,47724,2209
,,,,,,,,381,12916,13678,21144,26060,22570,23571,13141,19478,29698,28548,10474,9379,15357,13514,37225,38684,12023,9815,6499,14125,25264,24368,27281,14721,46187,2130
,,,,,,,,382,12514,13419,20748,23453,17851,22902,12518,18945,28832,28017,9713,8832,15086,12932,34892,36887,11392,9593,6332,13848,23705,23264,25840,14297,44760,2057
,,,,,,,,383,12049,12769,19744,20893,16227,21930,11709,17996,27176,26774,9230,8409,14369,11990,32320,34661,11206,9205,6000,13224,22151,21846,23982,13740,42564,1951
,,,,,,,,384,11601,12260,18962,18856,15055,20845,10935,16735,25306,25588,8614,7871,13468,11202,30053,32654,10459,8694,5600,12353,21311,20802,22430,12988,39362,1799
,,,,,,,,385,10963,11509,17800,17689,14561,20055,10400,15660,23940,24538,8074,7319,12660,10545,28555,31159,9768,8288,5291,11602,21054,20250,21598,12030,35943,1637
,,,,,,,,386,10302,10466,16186,17078,13806,19792,10057,14981,23118,22646,7574,6851,12347,10241,27736,30436,9340,8159,5147,11089,20957,20061,20751,11140,33820,1539
,,,,,,,,387,9824,9530,14731,16990,13444,19643,9880,14612,22531,21096,7218,6527,12133,10152,27345,30144,9037,8111,5062,10851,21033,20147,20535,10655,32669,1489
,,,,,,,,388,9573,8980,13876,17449,13355,19711,9802,14526,22312,20462,7038,6342,12043,10171,27389,30206,9023,8155,5049,10819,21698,20393,20638,10399,32245,1473
,,,,,,,,389,9555,8670,13397,19196,13494,20131,9937,14570,22561,20300,7024,6312,12146,10524,28214,31118,9264,8301,5114,10856,23252,21277,21414,10369,32402,1487
,,,,,,,,390,9519,8606,13302,22508,14013,21118,10505,15116,23382,20337,7167,6413,12478,11408,30537,33544,9282,8628,5267,11175,26148,23319,23450,10483,33488,1544
,,,,,,,,391,9690,8711,13466,24436,17078,23067,11637,16335,25457,20932,7819,6870,13410,12535,34882,37586,9366,9245,5650,11998,27218,25277,25492,10890,36520,1692
,,,,,,,,392,10076,9073,14028,25055,21576,24581,12650,17897,28275,22201,8817,7769,14908,13179,37132,39510,9768,10027,6244,13255,26536,25779,26470,11750,41922,1973
,,,,,,,,393,10921,9783,15127,25328,21913,24480,12724,18373,29281,24511,9334,8338,15224,13185,37080,39225,10331,10171,6483,13715,25858,25561,26326,13054,43520,2041
,,,,,,,,394,11647,11188,17314,25563,20962,23826,12706,18390,28837,28346,9479,8549,14977,13164,36827,38804,10478,9897,6298,13634,25297,25445,26328,13203,43223,2010
,,,,,,,,395,11681,11526,17827,26084,20406,23374,12677,18327,28373,28695,9652,8716,14719,13266,37396,38837,10314,9626,6144,13449,24838,25543,26541,12933,43325,2006
,,,,,,,,396,11551,11609,17945,26518,20008,23117,12560,18329,28130,27453,9657,8775,14636,13222,37167,38630,10009,9561,6072,13274,24554,25513,26732,12563,43502,2016
,,,,,,,,397,11300,11599,17919,26633,19703,22640,12559,18251,27893,26470,9715,8839,14370,13283,37107,38504,10032,9250,5932,13023,24410,25262,26678,12482,42834,1975
,,,,,,,,398,11192,11808,18237,26460,19321,22284,12500,18153,27741,26307,9664,8821,14160,13307,36876,38182,9946,9048,5817,12834,24312,25023,26641,12367,42278,1944
,,,,,,,,399,11043,11774,18180,26391,19263,21915,12410,18034,27563,25033,9662,8821,14045,13308,36679,37897,10031,8884,5747,12699,24526,25015,26688,12424,41724,1914
,,,,,,,,400,10997,11825,18258,26507,19475,21867,12385,17951,27457,24333,9775,8882,13916,13598,37312,38216,9950,8731,5734,12531,25547,25460,27207,12444,41088,1882
,,,,,,,,401,10967,11843,18284,28109,20522,22368,12702,18334,28070,23649,10047,9045,14118,14339,39398,39572,10110,8813,5860,12632,27607,26953,28662,12494,41017,1881
,,,,,,,,402,11032,11855,18304,30277,22826,23906,13722,19360,29882,23519,10699,9491,15094,15316,42220,42506,10658,9294,6140,13091,28534,28630,30602,12698,41810,1921
,,,,,,,,403,11396,11980,18499,29610,24243,25280,13939,20796,31511,24297,11071,9825,16051,15055,41300,42705,11247,10192,6564,14155,27837,28723,30970,13152,44801,2063
,,,,,,,,404,12391,12556,19400,28098,24278,24941,13602,21257,30786,26349,10962,9735,15709,14629,39905,41832,12116,10182,6540,14632,26641,28181,30009,14261,47005,2160
,,,,,,,,405,12866,13832,21384,25646,24215,24439,13235,20797,29643,28241,10761,9557,15530,14294,38745,40992,11603,9924,6329,14385,25278,27290,28734,14735,46498,2132
,,,,,,,,406,12424,13566,20976,22998,18516,23809,12593,20394,28726,27605,9899,8925,15237,13604,36148,39172,11023,9705,6136,14276,23490,26117,26875,14323,45845,2098
,,,,,,,,407,11968,12915,19970,20402,16723,22851,11793,19543,26873,26334,9338,8443,14497,12727,33434,36986,10733,9317,5792,13775,21793,24838,25031,13815,44166,2017
,,,,,,,,408,11523,12407,19190,18195,15502,21705,10993,18495,25115,25070,8793,7961,13616,11816,31118,34764,10100,8786,5416,13021,20749,23970,23605,13061,41524,1900
,,,,,,,,409,10871,11646,18013,16941,14409,20925,10437,17554,23760,23955,8187,7379,12724,11344,29521,33583,9497,8352,5114,12344,20287,23633,22557,12139,38930,1789
,,,,,,,,410,10251,10629,16439,16266,13582,20592,10092,17084,22924,22167,7661,6896,12265,11087,28796,32929,9099,8171,4965,11926,20270,23729,22119,11260,37438,1727
,,,,,,,,411,9779,9716,15019,16081,13182,20354,9886,16941,22314,20647,7369,6633,11925,11055,28449,32665,8874,8098,4894,11809,20689,23827,22051,10776,37116,1725
,,,,,,,,412,9497,9192,14204,16489,13028,20346,9816,17012,22157,19857,7219,6482,11770,11187,28584,32795,8898,8050,4890,11807,21679,24201,22362,10531,37283,1741
,,,,,,,,413,9392,8916,13778,18155,13153,20728,9932,17268,22359,19652,7163,6419,11870,11566,29414,33657,9039,8154,4965,11922,23528,25338,23424,10450,37961,1783
,,,,,,,,414,9394,9003,13918,21399,13690,21680,10462,18012,23098,19690,7332,6543,12163,12575,31921,36008,9074,8443,5126,12271,27001,27460,25649,10563,39621,1870
,,,,,,,,415,9529,9097,14068,23501,16671,23472,11591,19462,25142,20255,8020,7033,12997,13832,36520,40102,9254,9022,5487,13167,28356,29435,28031,10962,43188,2043
,,,,,,,,416,9920,9359,14474,24306,20969,24918,12544,21167,27804,21479,8944,7872,14504,14360,38213,41752,9627,9776,6034,14460,27681,29442,28911,11874,48956,2344
,,,,,,,,417,10777,9994,15459,25150,21294,24390,12587,21192,28748,23647,9448,8441,14710,14191,37355,40713,10198,9803,6245,14665,26418,28240,28615,13009,49173,2334
,,,,,,,,418,11452,11346,17565,25713,20196,23487,12499,20502,28347,27360,9435,8528,14401,13894,36380,39717,10573,9468,6029,14267,25361,26948,28172,13154,46966,2202
,,,,,,,,419,11492,11687,18081,26126,19594,22811,12499,19644,27739,27849,9553,8644,14089,13350,35724,38917,10475,9160,5847,13718,24555,25771,27477,12824,44941,2084
,,,,,,,,420,11289,11813,18262,26341,19083,22277,12400,19022,27509,26611,9456,8616,14000,12985,34966,37980,10241,8990,5785,13266,23753,24905,26840,12535,43673,2021
,,,,,,,,421,11147,11896,18374,26460,18525,21720,12324,18291,27172,25903,9426,8608,13676,12705,34420,37322,10183,8701,5672,12861,23332,24190,26331,12355,42153,1934
,,,,,,,,422,11164,12110,18702,26281,17925,21301,12300,17885,26958,25997,9331,8554,13493,12530,34122,36918,10088,8472,5551,12572,22814,23606,25904,12314,41173,1884
,,,,,,,,423,11132,12063,18625,26290,17820,20861,12203,17602,26709,24991,9336,8562,13318,12424,33924,36494,10105,8300,5471,12414,22930,23313,25642,12332,40527,1846
,,,,,,,,424,11068,12017,18553,26682,18093,20756,12166,17377,26583,24623,9398,8581,13213,12634,34672,36740,10083,8187,5455,12240,23947,23699,25982,12377,40147,1826
,,,,,,,,425,11062,11986,18504,28367,19161,21205,12419,17712,27085,24200,9647,8720,13332,13595,37159,38336,10195,8279,5602,12306,26854,25473,27484,12456,40265,1834
,,,,,,,,426,11152,11934,18423,30590,21481,22826,13463,18671,29015,24211,10275,9152,14231,15100,41162,41803,10722,8713,5919,12725,29071,27817,29920,12655,40998,1871
,,,,,,,,427,11523,12125,18722,29944,23054,24223,13725,20231,30865,24879,10852,9667,15235,15235,40751,42466,11318,9555,6345,13778,29118,28588,31031,13089,43555,1995
,,,,,,,,428,12349,12718,19648,28342,23079,23980,13385,20943,30096,26452,10806,9625,14972,14953,39754,41926,11978,9522,6267,14235,28684,28285,30373,14109,45599,2085
,,,,,,,,429,12795,13869,21440,26275,23057,23691,13047,20714,29086,27931,10654,9488,14822,14816,38980,41467,11535,9266,6058,13978,28103,27952,29835,14581,44757,2042
,,,,,,,,430,12309,13581,21000,23712,18114,23190,12481,20598,28308,27188,9804,8863,14602,14442,36706,39942,10921,9054,5859,13881,26750,27218,28716,14170,44181,2011
,,,,,,,,431,11756,12923,19982,21142,16537,22289,11670,19871,26528,25724,9260,8402,13954,13597,34120,37753,10580,8670,5529,13377,25537,26175,27144,13639,42596,1936
,,,,,,,,432,11304,12421,19211,19280,15339,21132,10849,18926,24600,24444,8730,7938,13113,12930,31978,35758,10081,8141,5118,12650,24986,25474,25910,12938,39893,1814
,,,,,,,,433,10651,11659,18031,18223,14481,20347,10271,18020,23298,23305,8115,7354,12250,12476,30627,34493,9465,7723,4808,11947,25134,25213,25217,11969,37170,1695
,,,,,,,,434,10007,10627,16436,17712,13700,19990,9921,17592,22480,21435,7613,6888,11848,12361,29976,34010,8946,7486,4636,11511,25556,25412,25192,11107,35624,1634
,,,,,,,,435,9505,9723,15030,17621,13328,19894,9739,17586,21963,19844,7337,6639,11589,12466,29807,33858,8670,7387,4570,11348,26249,25765,25427,10599,35337,1637
,,,,,,,,436,9160,9251,14294,18120,13224,19972,9641,17628,21744,19072,7182,6478,11437,12686,30049,34187,8675,7386,4541,11321,27557,26301,26082,10390,35515,1657
,,,,,,,,437,9046,8999,13907,20018,13391,20311,9742,18008,21893,18784,7152,6438,11494,13225,31001,35153,8856,7471,4610,11422,29659,27361,27328,10340,36259,1704
,,,,,,,,438,9020,8897,13755,23438,13917,21252,10251,18731,22695,18707,7359,6600,11833,14183,33565,37486,8866,7740,4793,11775,32914,29490,29851,10458,37771,1784
,,,,,,,,439,9187,9007,13927,25466,16864,23043,11316,20295,24676,19134,7970,7018,12692,15338,38078,41577,8941,8275,5191,12605,34007,31379,32290,10842,41180,1950
,,,,,,,,440,9529,9366,14483,25887,21158,24492,12265,21961,27332,20152,8884,7856,14067,15957,39388,43076,9350,9071,5795,13787,32671,31197,32787,11802,46736,2239
,,,,,,,,441,10341,9941,15376,25815,21353,23953,12375,21796,28297,22214,9382,8414,14286,15454,38372,41903,9841,9150,6059,14031,29854,29320,31522,13096,47041,2234
,,,,,,,,442,11020,11227,17381,25804,20322,23020,12306,20730,28000,25792,9355,8480,14074,14404,37216,40143,10192,8929,5945,13658,27337,27219,29782,13211,45054,2109
,,,,,,,,443,11068,11484,17766,25933,19645,22200,12285,19669,27504,26211,9432,8563,13800,13641,36362,39000,10058,8719,5776,13199,25860,25649,28262,12860,43332,2000
,,,,,,,,444,10981,11472,17733,26012,19041,21579,12147,18810,27192,25110,9337,8536,13648,13085,34754,37525,9898,8657,5663,12830,24556,24510,27118,12513,42338,1947
,,,,,,,,445,10965,11586,17896,25877,18540,21127,12055,18006,26901,24458,9282,8506,13441,12791,34279,36822,9850,8476,5592,12500,23866,23627,26281,12336,41161,1878
,,,,,,,,446,10985,11831,18268,25734,18036,20672,11940,17561,26649,24484,9144,8411,13191,12555,33679,36101,9779,8321,5504,12285,23252,22968,25668,12282,40560,1847
,,,,,,,,447,10910,11827,18259,25594,17960,20255,11851,17354,26521,23802,9098,8373,13148,12348,33383,35480,9833,8180,5427,12203,23160,22611,25374,12333,40360,1833
,,,,,,,,448,10892,11846,18287,25730,18178,20158,11860,17172,26452,23339,9172,8396,13065,12530,34026,35628,9798,8047,5394,12149,24132,22915,25643,12387,40139,1823
,,,,,,,,449,10871,11857,18304,27330,19223,20607,12126,17424,27100,22818,9414,8525,13196,13304,36536,37054,9957,8029,5497,12219,26946,24466,26951,12400,40489,1841
,,,,,,,,450,10935,11881,18342,29704,21551,21979,13186,18250,29034,22815,10163,9062,13973,14824,40634,40460,10463,8353,5754,12554,28939,26528,29269,12626,41202,1878
,,,,,,,,451,11339,12124,18720,29359,23249,23124,13406,19684,30600,23555,10707,9540,14707,14993,40274,41144,11088,9029,6083,13446,29034,27116,30552,12997,43427,1984
,,,,,,,,452,12212,12821,19807,27832,23516,22757,13034,20289,29751,25167,10656,9495,14354,14756,39273,40580,11850,9006,6057,13793,28644,26810,30050,14030,45160,2064
,,,,,,,,453,12599,13855,21418,25882,23572,22274,12698,19940,28734,26578,10494,9354,14102,14609,38581,39933,11392,8751,5837,13519,27915,26307,29299,14526,44301,2019
,,,,,,,,454,12170,13558,20963,23282,18326,21617,12164,19539,27840,25931,9684,8760,13749,14094,36277,38463,10762,8507,5656,13336,26560,25454,28036,14075,43380,1972
,,,,,,,,455,11626,12944,20013,20798,16700,20619,11363,18746,25968,24677,9218,8350,13084,13219,33766,36225,10467,8107,5338,12830,25259,24214,26512,13551,41507,1883
,,,,,,,,456,11205,12415,19200,18718,15499,19524,10560,17732,24087,23444,8676,7874,12237,12474,31570,34113,9863,7574,4984,12052,24705,23330,25310,12886,38429,1742
,,,,,,,,457,10520,11628,17984,17583,14443,18611,10027,16852,22814,22368,8141,7329,11424,11998,30254,32708,9175,7122,4693,11343,24680,22997,24595,11979,35319,1599
,,,,,,,,458,9820,10612,16409,17038,13657,18184,9678,16248,22072,20631,7646,6871,11014,11846,29644,32072,8735,6896,4555,10822,24965,23023,24269,11091,33083,1494
,,,,,,,,459,9260,9622,14870,16886,13276,17967,9482,16001,21531,19053,7367,6617,10687,11848,29445,31759,8554,6851,4489,10547,25455,23212,23791,10493,32099,1453
,,,,,,,,460,8988,9093,14047,17317,13169,18079,9386,16001,21256,18303,7234,6475,10546,12114,29731,31970,8446,6847,4487,10474,26477,23634,24084,10235,31766,1440
,,,,,,,,461,8846,8840,13657,19091,13368,18399,9483,16139,21406,17997,7223,6451,10550,12612,30650,32907,8556,6951,4543,10474,28481,24509,24964,10181,31871,1453
,,,,,,,,462,8824,8891,13741,22475,13953,19290,9965,16748,22166,17870,7350,6538,10853,13651,33093,35210,8474,7214,4719,10750,31700,26434,27005,10244,32738,1500
,,,,,,,,463,8910,8998,13908,24582,16959,21002,10987,18083,24033,18235,8008,6993,11679,14825,37581,39040,8720,7761,5104,11467,32825,28156,29182,10713,35338,1624
,,,,,,,,464,9235,9314,14400,25240,21483,22428,11951,19584,26469,19263,9013,7892,12978,15313,39063,40641,9067,8543,5666,12490,31308,28007,29636,11569,40063,1868
,,,,,,,,465,9935,9753,15082,25444,21844,22085,12266,19592,27673,21217,9565,8489,13347,14891,38146,39591,9646,8649,5945,12795,28594,26492,28710,12834,40907,1900
,,,,,,,,466,10589,11110,17195,25471,20950,21255,12299,18905,27473,24816,9597,8615,13201,14022,36845,38180,9875,8436,5824,12681,26198,25037,27712,12953,40539,1864
,,,,,,,,467,10775,11536,17842,25471,20407,20695,12305,18251,27135,25420,9701,8730,13047,13290,35965,37322,9944,8227,5726,12554,24560,23904,26709,12723,40586,1854
,,,,,,,,468,10824,11711,18097,25523,19891,20348,12217,17778,27060,24337,9625,8729,13075,12791,34794,36279,9726,8155,5684,12411,23415,23000,25865,12438,40840,1863
,,,,,,,,469,10820,11881,18347,25562,19314,19874,12165,17400,26757,23535,9618,8749,12833,12446,34013,35381,9604,7974,5579,12246,22681,22157,25133,12354,40957,1869
,,,,,,,,470,10812,12218,18862,25230,18865,19530,12105,17197,26541,23532,9477,8660,12628,12255,33550,34754,9455,7892,5448,12156,22086,21661,24769,12305,41212,1881
,,,,,,,,471,10778,12306,18996,25021,18836,19311,11957,17124,26272,22792,9470,8663,12564,12046,33141,34255,9531,7803,5367,12151,21807,21253,24564,12334,41576,1898
,,,,,,,,472,10745,12249,18907,25049,19129,19117,11927,17097,26103,22280,9561,8711,12454,12189,33552,34139,9514,7735,5287,12103,22538,21450,24621,12412,41885,1914
,,,,,,,,473,10738,12079,18645,26624,20294,19480,12245,17347,26622,21841,9789,8830,12544,12846,35690,35266,9601,7789,5369,12148,24948,22741,25618,12383,42011,1924
,,,,,,,,474,10841,11956,18456,28279,22694,20752,13078,17913,28254,21811,10386,9224,13364,14009,38821,37962,9797,8068,5638,12364,26273,24297,27418,12578,42249,1941
,,,,,,,,475,11174,12096,18676,27479,23959,21538,13025,18776,29430,22467,10774,9568,14050,13940,38115,37980,10418,8660,6010,13045,25833,24533,27928,12951,43717,2013
,,,,,,,,476,11957,12668,19570,26201,23845,21086,12569,18904,28493,24027,10619,9434,13678,13502,36771,37037,11162,8545,5921,13102,25224,23931,27098,13900,44670,2058
,,,,,,,,477,12245,13632,21072,24566,23737,20507,12191,18295,27205,25173,10398,9243,13351,13326,35976,36305,10701,8197,5677,12630,24718,23330,26243,14163,43156,1983
,,,,,,,,478,11747,13211,20428,22649,18277,20030,11687,17902,26417,24425,9585,8650,13086,13040,34041,35143,10049,7972,5517,12384,23714,22615,25099,13679,41981,1922
,,,,,,,,479,11215,12494,19321,20582,16862,19303,11034,17330,24905,23115,9208,8331,12579,12381,32021,33416,9901,7661,5258,11999,22317,21676,23766,13220,40618,1854
,,,,,,,,480,10861,11994,18550,18735,15987,18325,10285,16560,23232,21998,8786,7961,11913,11777,29950,31393,9386,7215,4928,11446,21598,20803,22553,12676,38609,1757
,,,,,,,,481,10325,11360,17570,17688,15372,17421,9643,15730,22008,21078,8626,7568,11123,11293,28790,29910,8898,6744,4676,10780,21484,20387,21647,11950,35921,1627
,,,,,,,,482,9784,10495,16228,16939,14427,16902,9214,15197,21207,19648,8094,7091,10593,11018,27843,28973,8521,6537,4520,10286,21483,20161,21010,11174,33607,1530
,,,,,,,,483,9337,9572,14790,16574,14045,16665,9009,14710,20528,18102,7831,6831,10344,10968,27473,28647,8318,6379,4365,9886,21734,20178,20852,10600,32065,1456
,,,,,,,,484,9034,8983,13839,16611,13878,16581,8921,14581,20281,17916,7640,6646,10218,11033,27377,28673,8218,6296,4309,9764,22296,20448,20908,10286,31146,1410
,,,,,,,,485,8801,8554,13177,17194,14010,16654,8909,14544,20177,17451,7537,6549,10186,11326,27771,28975,8315,6281,4300,9646,23114,20877,21297,10119,30642,1387
